site,sample,date,datetime,group,latitude,longitude,CRS,habitat,CH4.ugL,CO2.ugL,N2O.ugL,CH4.sat,CO2.sat,N2O.sat,pH,level_m.inst,discharge.inst,depth.inst,watertemp_C.inst,DO.obs.inst,DO.sat.inst,spc_uScm.inst,airtemp_C.inst,airpres_kPa.inst,distance_upstream_m,width_march_m,ws_area_km2,slope_wbx,cl_mgl,so4_mgl,br_mgl,no3n_mgl,na_mgl,k_mgl,mg_mgl,ca_mgl,doc_mgl,tdn_mgl,nh4n_mgl,po4p_mgl,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600_2.5,K600_97.5,depth,spc_uScm,DO.obs,DO.sat,watertemp_C,discharge,airpres_kPa,airtemp_C,slope_mm
CBP,CBP_2020-03-20,2020-03-20,2020-03-20T18:30:00Z,2020-03-20,35.98549,-79.022675,WGS84,pool,4.9035311870000005,985.16758775,0.376934099,0.050733882,717.8425464,0.408224472,7.21,NA,0.19422861559977972,0.25914947542817324,18.6,8.62,8.941908713692944,110.2,28.6,101.02462486174261,3450,18.3,66.04436851,0.037,11.15,7.53,0.09,0.0015,7.07,NA,4.04,13.3,3.201,0.1184,0.005,0.005,NA,NA,NA,NA,NA,NA,1.6785214690777521,0.12814372568546778,3.4873153354192294,0.2605944237440782,110.2,8.62,8.941908713692944,18.6,0.1990686377071474,101.35430429259823,23.856770833333332,0.00387463147802864
MC751,MC751_2019-11-11,2019-11-11,2019-11-11T20:15:00Z,2019-11-11,36.0087,-78.9683,WGS84,pool,91.71975176000001,12176.63261,0.2710020325,0.063153962,975.0056931,0.564254836,NA,NA,NA,NA,9,4.83,11.555023923444976,154.8,20.450000000000003,100.66423574695791,NA,4,3.574165825,0.01,13.3215945,7.729963971,NA,0.032881168,NA,NA,NA,NA,4.666,0.1516,0.005,0.00652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.8,4.83,11.555023923444976,9,NA,NA,NA,NA
MC751,MC751_2019-11-20,2019-11-20,2019-11-20T19:00:00Z,2019-11-20,36.0087,-78.9683,WGS84,pool,40.45790696,5756.4118285,-0.1167627525,0.061868585,947.4411324,0.547327478,7.01,NA,NA,NA,9.9,6.23,11.225225225225225,127.6,15.6,100.91546974909096,NA,4,3.574165825,0.01,10.84524608,10.39600933,NA,0.029131827,NA,NA,NA,NA,4.517,0.1613,4.44e-4,0.00666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.6,6.23,11.225225225225225,9.9,NA,NA,NA,NA
MC751,MC751_2019-11-26,2019-11-26,2019-11-26T20:30:00Z,2019-11-26,36.0087,-78.9683,WGS84,pool,38.437938955,6021.524084500001,0.227246853,0.063577336,980.6579681,0.56741283,7.01,NA,NA,NA,9.1,8.53,11.253298153034299,135.8,16.95,101.14459019969755,NA,4,3.574165825,0.01,11.19321864,16.0333851,NA,0.032006322,NA,NA,NA,NA,4.666,0.185,0.005,0.00824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.8,8.53,11.253298153034299,9.1,NA,NA,NA,NA
MC751,MC751_2019-12-03,2019-12-03,2019-12-03T19:15:00Z,2019-12-03,36.0087,-78.9683,WGS84,pool,27.413221085,5471.0479085,0.315616037,0.064941347,1015.309437,0.589244287,7.05,NA,NA,NA,7.6,8.7,11.756756756756756,123.1,10,99.80721018369968,NA,4,3.574165825,0.01,10.54979189,12.48600588,NA,0.057751799,NA,NA,NA,NA,5.407,0.2266,0.00381,0.00907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.1,8.7,11.756756756756756,7.6,NA,NA,NA,NA
MC751,MC751_2019-12-12,2019-12-12,2019-12-12T19:45:00Z,2019-12-12,36.0087,-78.9683,WGS84,pool,24.656463719999998,5498.6390305,0.6650980815,0.069674934,1105.063625,0.643469992,7.08,NA,NA,NA,6,10.2,12.546125461254613,110.7,7.075,102.58036043033346,NA,4,3.574165825,0.01,8.17,10.14,0.015,0.017,6.95,NA,4.15,13.48,4.938,0.1942,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.7,10.2,12.546125461254613,6,NA,NA,NA,NA
MC751,MC751_2020-01-05,2020-01-05,2020-01-05T20:15:00Z,2020-01-05,36.0087,-78.9683,WGS84,pool,16.65919128,4144.8011655,1.0678731615000001,0.063422345,979.1491436,0.566652732,7.05,NA,NA,NA,9,10.64,11.552660152008688,84,10.45,101.07129063963889,NA,4,3.574165825,0.01,6.97,8.44,0.015,0.2197,5.89,NA,3.3,10.57,7.062,0.4502,0.005,0.01176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,10.64,11.552660152008688,9,NA,NA,NA,NA
MC751,MC751_2020-01-29,2020-01-30,2020-01-30T15:15:00Z,2020-01-29,36.0087,-78.9683,WGS84,pool,33.52679121,5756.89545,1.370735365,0.068893805,1092.674696,0.636256015,6.86,NA,NA,NA,6,10.2,12.469437652811736,156.2,5.725,101.38960353125334,NA,4,3.574165825,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.2,10.2,12.469437652811736,6,NA,NA,NA,NA
MC751,MC751_2020-02-12,2020-02-12,2020-02-12T13:15:00Z,2020-02-12,36.0087,-78.9683,WGS84,pool,9.303093933,5532.5543015,1.013945092,0.058881538,884.7383639,0.509045029,6.64,NA,NA,NA,12,9.25,10.668973471741637,90.2,10.725,101.150453751224,NA,4,3.574165825,0.01,6.61,8.41,0.015,0.231,5.94,NA,3.21,10.55,7.143,0.4721,0.01436,0.0124008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2,9.25,10.668973471741637,12,NA,NA,NA,NA
MC751,MC751_2020-02-27,2020-02-27,2020-02-27T19:30:00Z,2020-02-27,36.0087,-78.9683,WGS84,pool,18.7574949,3736.447858,0.934313838,0.061927191,950.0515472,0.549051222,7.15,NA,NA,NA,9.7,10.58,11.231422505307854,141.8,9.4,100.73935637593156,NA,4,3.574165825,0.01,14.34,11.87,0.13,0.1243,10.22,NA,4.71,14.91,4.254,0.298,0.0118445,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.8,10.58,11.231422505307854,9.7,NA,NA,NA,NA
MC751,MC751_2020-03-11,2020-03-11,2020-03-11T22:30:00Z,2020-03-11,36.0087,-78.9683,WGS84,pool,42.279346285,3404.775154,0.557483213,0.054503039,796.93751,0.456015275,7.26,NA,NA,NA,15,NA,NA,NA,21.15,100.42550174482486,NA,4,3.574165825,0.01,18.27,13.07,0.16,0.0015,12.48,NA,7.19,19.22,2.982,0.1191,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
MC751,MC751_2020-03-20,2020-03-20,2020-03-20T19:45:00Z,2020-03-20,36.0087,-78.9683,WGS84,pool,65.63673548,6238.1117644999995,0.410262483,0.050416501,712.0470262,0.404794753,7.05,NA,NA,NA,18.8,7.35,9.187499999999998,331.3,29.275,100.84797241540213,NA,4,3.574165825,0.01,62.84,12.65,0.33,0.0203,31.99,NA,8.84,23.96,3.243,0.3013,0.0207455,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,331.3,7.35,9.187499999999998,18.8,NA,NA,NA,NA
NHC,NHC_2019-11-11,2019-11-11,2019-11-11T19:45:00Z,2019-11-11,35.9795,-79.0018,WGS84,run,9.598706763,4234.538944,0.46051071450000003,0.063485103,981.0013865,0.567838024,NA,0.9326049255780804,0.3253165794819162,0.35332287445556604,8.24,10.06,11.730161211873051,132,20.6,100.80380130488352,0,10,81.06622487,0.022,8.278295807,8.047310712,NA,0.048003512,NA,NA,NA,NA,3.275,0.1147,0.005,0.0117,0.28364420038969457,0,0.5746616824448596,4.069905520187036,6.54491814426201,1.4980180349490544,6.686762556171562,2.2284836047497003,11.102046722863165,0.3557769246648133,131.625,9.7091666666666665,11.745950732524445,8.262083333333333,0.3436207570951134,101.13628345926489,12.890104166666667,0.00230383472585434
NHC,NHC_2019-11-20,2019-11-20,2019-11-20T19:15:00Z,2019-11-20,35.9795,-79.0018,WGS84,run,4.1374781034999994,2421.7953005,0.0981252465,0.062698239,963.617264,0.55711081,7.07,1.0616054202795333,0.7951779086781474,0.3960994519307542,9.26,10.41,11.473546614401524,129,15.6,101.0741984186017,0,10,81.06622487,0.022,10.58106995,10.42768998,0.005,5e-4,6.65099528,1.6433728,4.03089525,4.06502066,3.507,0.1062,0.005,0.005,0.28960677313220107,0,0.5964958160642119,1.7495171423293776,2.9507118875811487,0.5525418610555894,4.8778907461584735,1.1886184408694296,8.365675100259546,0.39784180859359003,129.23958333333334,10.505208333333334,11.500753882740314,9.139895833333334,0.8247523504696368,101.14873137593156,9.4515625,0.00230383472585434
NHC,NHC_2019-12-03,2019-12-04,2019-12-04T17:00:00Z,2019-12-03,35.9795,-79.0018,WGS84,run,2.9882118039999996,1812.2206999999999,0.22488397799999998,0.064216075,1000.367049,0.580098798,7.1575,1.1353761960344677,1.2639946319299868,0.4202825549968818,6.877,11.63,12.003438237916928,119,11.1,99.67888129421829,0,10,81.06622487,0.022,11.63645185,9.45237852,0.06725069,0.20813434,6.83991728,7.9985053,3.08110875,6.06864214,5.116,0.4047,0.005,0.005,0.5173162471961722,0.17848983107695285,0.8471129027821156,2.5237563712391387,3.6976157420341735,1.4453504961074208,9.685332896953618,5.574137525798461,13.583884268232676,0.4198760961271872,116.85416666666667,11.359166666666667,11.905345564888389,7.20803125,1.2546985855461545,99.89925220926489,7.61875,0.00230383472585434
NHC,NHC_2020-01-29,2020-01-30,2020-01-30T18:30:00Z,2020-01-29,35.9795,-79.0018,WGS84,run,2.260156319,1290.077957,0.739243125,0.067607211,1066.518777,0.620244593,7.52,0.9718479637270624,0.4323118919950087,0.3664056286030283,7.1,12.96,12.13006882243467,91.17669172932331,9.45,101.18545375122402,0,10,81.06622487,0.022,8.72250504,7.80768964,0.05590166,0.26731168,5.45455736,0.7923814,2.410884,7.0742246,3.814,0.3827,0.005,0.005,0.7040804154230361,0.3197212979688084,1.0894052940775223,0.10239242787498014,0.6880914130500585,0,10.600895158569513,6.562954547938619,14.728506135014614,0.3688111681038115,91.29887218045113,12.4378125,12.236643174559294,6.769166666666667,0.45568608399541627,101.5376897092649,5.078645833333333,0.00230383472585434
NHC,NHC_2020-02-12,2020-02-12,2020-02-12T14:30:00Z,2020-02-12,35.9795,-79.0018,WGS84,run,1.526416196,1899.7794330000002,0.6883718495,0.058815366,882.1441497,0.507361495,7.41,1.2053312770769236,1.909331005643962,0.4430440289332683,12.52,10.74,10.663997919825944,68.0187969924812,11.1,101.34459553231986,0,10,81.06622487,0.022,5.50833515,5.75652318,0.005,0.17528626,4.12454648,0.7801669,1.9344405,5.62169332,6.109,0.361,0.005,0.0119312,0.42764675621133225,0.06087178346628359,0.8236526426915782,0.06280571527243432,0.5578666221706204,0,12.682324358704783,7.372133426435421,18.14339511165965,0.4427637594595895,66.71522556390977,10.6503125,10.603917573628614,12.640625,1.9283192354057987,101.15477304259822,12.500520833333333,0.00230383472585434
NHC,NHC_2020-02-27,2020-02-27,2020-02-27T16:00:00Z,2020-02-27,35.9795,-79.0018,WGS84,run,1.7353068975000001,988.4683687500001,0.6313642185,0.062340676,957.2580984,0.553325037,7.73,0.9681484774662028,0.42108564932332915,0.3651749993088026,9.78,12.14,11.292036580813914,85,6.1,100.84435637593155,0,10,81.06622487,0.022,7.92219773,7.24589772,0.06057479,0.15194832,5.16862136,0.7061614,2.3636875,8.26839306,4.142,0.2184,0.005,0.005,1.876191637256082,1.352640222765659,2.3737971344082,0.2821705191706202,0.8281389706760127,0,13.654264762217188,10.303083759582142,17.036333319818517,0.36727301698542664,84.72395833333333,11.418958333333334,11.223866240176866,9.988229166666667,0.4410050790553349,100.6465959592649,6.251041666666667,0.00230383472585434
NHC,NHC_2020-03-11,2020-03-11,2020-03-11T18:00:00Z,2020-03-11,35.9795,-79.0018,WGS84,run,4.3288902855,756.15407755,0.614607482,0.057034375,846.9394334,0.48611914,7.18,0.8814609000957887,0.220457566725755,0.33617444184395834,14.18,12.03,10.223900862477567,105,22.2,100.84879330595004,0,10,81.06622487,0.022,10.1,7.5,0.09,0.004,6.75,NA,3.47,10.87,2.328,0.0936,0.005,0.005,2.0878395003354733,1.6271047310390738,2.541232096445488,1.1230664314824794,1.693628266560962,0.5990187896927645,8.530836594455842,6.404051930107253,10.586910352077581,0.3368583838913087,106.6875,10.815,10.33860432008093,13.766875,0.22402134298871532,101.0415959592649,17.6046875,0.00230383472585434
NHC,NHC_2020-03-20,2020-03-20,2020-03-20T17:15:00Z,2020-03-20,35.9795,-79.0018,WGS84,run,7.82703403,1589.6869625,0.4771556895,0.052131165,745.0709762,0.424490368,6.8,0.8569173037331669,0.18143389424172768,0.3279037093119068,18.616,10.03,9.35800989508717,108,27.1,101.31334819863102,0,10,81.06622487,0.022,10.76,6.98,0.09,0.0015,7.12,NA,3.79,12.12,2.381,0.09932,0.005,0.005,2.1553858823675602,1.5705478569551568,2.7069620990184746,3.7469339548754217,4.7301908887928015,2.760084682652985,8.483288114878778,6.133142824031176,10.87347480116275,0.32927464399427636,108,8.981041666666666,9.339662442090269,18.730260416666667,0.1874809665251845,101.35430429259823,23.856770833333332,0.00230383472585434
PM,PM_2019-11-20,2019-11-20,2019-11-20T16:45:00Z,2019-11-20,35.987235,-79.008397,WGS84,pool,5.587116681,2460.495081,0.113715352,0.062673398,963.2354822,0.556890084,7.24,1.136818728866227,0.8387308436138009,0.3880372430253297,9.023,10.33,11.54431188144166,97.4,14.275,101.07795108491285,1570,18.5,68.63434374,0.042,10.64530774,13.10655809,NA,0.035755663,NA,NA,NA,NA,3.768,0.1173,0.005,0.00939,0.32834657573258175,0,0.8636450523597476,4.383319875605702,6.102687415815679,2.663470260222654,10.307785754897115,6.679255692003861,14.166721521887979,0.38770222944503147,98.03541666666666,10.25953125,11.476087905356229,9.229574270833334,0.8358805658175856,101.14873137593156,9.4515625,0.00439823050281498
PM,PM_2019-11-26,2019-11-26,2019-11-26T18:30:00Z,2019-11-26,35.987235,-79.008397,WGS84,pool,1.9265069795,2086.5812425,0.26654509449999997,0.065078812,1011.984885,0.58659778,7.14,1.1090581517462603,1.1766468866309678,0.4117820916916896,8.380666666666666,11.29,11.694727863170648,101.9,17.8,101.15209019969754,1570,18.5,68.63434374,0.042,13.12872003,14.93202971,NA,0.02638231,NA,NA,NA,NA,4.641,0.1529,0.005,0.0074,0.225603714760723,0,0.7318638666037971,3.0474128829091525,4.169928429430666,1.8973771354489044,13.617411081870749,10.024298535247976,17.16985709856086,0.4138454105394933,101.021875,11.166145833333333,11.788051565409425,8.062833333333334,1.211920725213585,100.99503345926489,10.108333333333333,0.00439823050281498
PM,PM_2019-12-03,2019-12-03,2019-12-03T18:30:00Z,2019-12-03,35.987235,-79.008397,WGS84,pool,1.1300536465,1431.792997,0.16691794650000003,0.064934428,1014.289405,0.588531899,7.33,1.0177485537125994,1.016663240309067,0.40135839104667625,7.682,11.57,11.792118474012216,82.33333333333334,9.7,99.94635996372901,1570,18.5,68.63434374,0.042,11.61735819,10.12690927,NA,0.12798946,NA,NA,NA,NA,5.7,0.3426,0.005,0.00823,0.5814654532399566,0.07643138103031827,1.0775111862902125,3.1439524008686064,4.289548699229054,2.02281310740783,13.435195521742287,9.953171336336066,17.277787744428686,0.4053591944118733,82.28541666666666,11.20125,11.802738701747478,7.668895833333333,1.0812635854354387,100.17138762593156,5.743229166666667,0.00439823050281498
PM,PM_2019-12-12,2019-12-12,2019-12-12T17:30:00Z,2019-12-12,35.987235,-79.008397,WGS84,pool,2.9594665879999997,2283.0284810000003,0.5266000965,0.069214828,1093.838881,0.636398788,7.15,0.955519264829821,1.1463711382925177,0.4099031892143976,6.6355,11.665,12.466985182121824,91.3,5.85,102.9053311009107,1570,18.5,68.63434374,0.042,13.24,10.91,0.015,0.0661,7.54,NA,3.98,12.95,4.546,0.2113,0.005,0.005,0.11190737973336656,0,0.5818215737834069,2.9311355790213223,4.157522363976344,1.7401267149379995,12.760127556644882,9.086102510270104,16.406515336175534,0.41135566429197123,91.42083333333333,11.63046875,12.505571841886582,6.435057291666666,1.170488928808744,102.89722095926489,2.277604166666667,0.00439823050281498
PM,PM_2020-01-05,2020-01-05,2020-01-05T19:45:00Z,2020-01-05,35.987235,-79.008397,WGS84,pool,0.9602671410000001,1420.5735475000001,0.2445083625,0.063401662,977.9482553,0.565844978,7.33,1.1033919593583028,1.0392237176139634,0.4029068433609929,9.28,11.2,11.48354348878016,65.1,10.3,101.18835886387566,1570,18.5,68.63434374,0.042,7,6.85,0.015,0.2463,5.09,NA,2.58,7.98,8.767,0.5549,0.005588,0.005,0.2423631785036036,0,0.7363696635130674,2.5891800654579304,3.7669406478926732,1.372930125701314,13.274383839677396,9.062387211916821,17.96419586264726,0.42435058945684356,64.42083333333333,10.954791666666667,11.461133883649111,9.317291666666666,1.5290148199935387,101.20883554259822,6.059375,0.00439823050281498
PM,PM_2020-01-29,2020-01-29,2020-01-29T16:30:00Z,2020-01-29,35.987235,-79.008397,WGS84,pool,1.1134168039999999,1671.8546660000002,0.7226269255,0.068037888,1075.239077,0.625577365,6.58,0.9318559141006484,0.5356918403930316,0.3586853175215837,6.380421052631579,11.906,12.329582972959686,69.38315789473685,7.5,101.13711419649798,1570,18.5,68.63434374,0.042,8.83,8.31,0.015,0.3203,5.74,NA,2.97,9.08,3.979,0.416,0.14465,0.011404,0.3720524544493686,0,0.9015831215004702,1.506220086171273,2.60197198017182,0.4190693073145682,8.477205623806299,4.824431586086575,12.24806453266418,0.3585947602375743,69.35444078947368,11.705416666666666,12.27749329414569,6.549133771929825,0.5358378626411205,101.17732512593156,4.413020833333333,0.00439823050281498
PM,PM_2020-02-12,2020-02-12,2020-02-12T14:00:00Z,2020-02-12,35.987235,-79.008397,WGS84,pool,0.700666357,1560.1583665,0.504017091,0.058449087,875.0628733,0.503100133,7.05,1.1232667343014042,2.289418536569827,0.4627899793753962,12.44,10.37,10.681653170025326,56,11.1,101.26377197546077,1570,18.5,68.63434374,0.042,5.45,5.88,0.015,0.1793,4.33,NA,2.34,7.4,6.063,0.3664,0.019907,0.0148216,0.2317575434122379,0,0.7723539163979073,1.1094567420859167,2.1189769066890505,0.11193614596588536,8.275970330342384,4.48015012371995,12.302408687021742,0.45596518769787914,55.02760416666667,10.319583333333334,10.625025453408574,12.5521875,2.149156855673471,101.15477304259822,12.500520833333333,0.00439823050281498
PM,PM_2020-02-27,2020-02-27,2020-02-27T16:15:00Z,2020-02-27,35.987235,-79.008397,WGS84,pool,1.1578607980000002,893.75288785,0.5843984195,0.061492257,939.9796765,0.542804507,7,0.972702678253364,0.4051715165159349,0.34153618400552116,10.3,11.28,11.15454216805119,67.45,6.25,100.84435637593155,1570,18.5,68.63434374,0.042,7.94,7.34,0.015,0.0996,5.64,NA,2.86,8.9,4.226,0.2314,0.005,0.005,0.9207142960815733,0.27959048757519384,1.5004620308677434,1.068999092657279,2.102668974089213,0.025193981855254104,6.614415180670874,3.367048231664956,10.187037288612807,0.3438125154765717,67.51614583333334,10.850833333333334,11.07241832575116,10.540208333333334,0.4216493779233451,100.6465959592649,6.251041666666667,0.00439823050281498
