site,date,cl_mgl,so4_mgl,br_mgl,no3n_mgl,na_mgl,k_mgl,mg_mgl,ca_mgl,doc_mgl,tdn_mgl,nh4n_mgl,po4p_mgl,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600_2.5,K600_97.5,depth,spc_uScm,DO.obs,DO.sat,watertemp_C,discharge,airpres_kPa,airtemp_C,latitude,longitude,CRS,distance_upstream_m,width_march_m,ws_area_km2,slope_wbx,habitat,slope_mm
WBP,2020-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0301311417540036,0.06166208733890152,2.053781021854203,1.1743654612609766,2.851855882432057,0,1.628740081562033,0.2889727972679354,3.4575581834627798,0.4800144837270852,63.43541666666667,12.638854166666667,12.326663806652826,6.556041666666666,0.327608831784142,101.67571054259822,7.963541666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0897954118574655,0.5599866477105039,1.6437643507918531,1.9149918916909323,2.9318789468514512,0.9914906577430149,7.5720535024225635,4.1081600673780345,11.19182990827364,0.273479066077548,NA,11.761875,12.180636582925503,7.039395833333334,0.3248270419307929,101.67571054259822,7.963541666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.081166685371503,0.5817338039185226,1.5166775247709108,0.1794510347495263,0.7036591867529045,0,10.7227185282625,5.5904878659089645,15.116779380023349,0.3513462621218652,94.16666666666667,12.239479166666667,11.873034522156887,7.8075,0.311488801866675,101.09232512593157,9.275,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5082073363605872,0,1.0736414250147845,0.94318288923428,1.8897801452725524,0,4.866545988186827,1.3297499672636026,8.64966161378315,0.32512557322950986,69.42916666666666,11.6509375,11.889322634280154,7.751041666666667,0.3061444285053864,101.09232512593157,9.275,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6053798801070166,0.1580812197578215,1.0205666277823195,1.060264654671621,1.8019092643387349,0.3174415566382873,4.968356596829105,2.3625849647856527,7.885450419821755,0.28723866722609037,70.53958333333334,11.516770833333334,11.831731441087722,7.946875,0.30503101739077987,101.09232512593157,9.275,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.731906771551766,0.28248904772864847,1.1964006329125005,0.8413800909116853,1.634514435577437,0.09308795812780392,3.975421978546846,1.4874826389127198,6.490260400534876,0.47882809254797926,74.24479166666667,11.863645833333333,11.814847697752642,8.0060416666666665,0.3031382184920797,101.09232512593157,9.275,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.784509353332767,0,1.6981923626012685,0.9084348925529986,2.532564528765665,0,1.6514117412847653,0.24797313377239447,3.3985149574947284,0.475053939826805,66.35625,11.929270833333334,11.803588745806305,8.045208333333333,0.30302687737760986,101.09232512593157,9.275,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9990617457500899,0.48799680075395385,1.5062433768289472,1.810979993012706,2.7965630947478295,0.8288926095175858,7.045962597504209,3.0294927142419685,10.824921263050063,0.2686787788082323,NA,11.163020833333334,11.671844913102788,8.506479166666667,0.30157944292819144,101.09232512593157,9.275,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4222249015781663,0.9075177704185298,1.898546147453438,0.33370820655336586,0.8682014944150923,0,12.88885986099847,8.315627910399959,17.114516274648274,0.38514673415084355,94.85416666666667,11.581666666666667,11.297150262721937,9.568333333333333,0.6834504909424534,100.33899179259822,13.790104166666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5895563215626634,0.008450347453644286,1.1684560859974353,1.204805406297987,2.2025411090582607,0.17767393607760285,6.6629900341421004,3.1580543907157255,10.405213682231029,0.3751800375295511,74.646875,11.088125,11.333749764961887,9.430416666666666,0.7417355908350415,100.33899179259822,13.790104166666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8220897681437767,0.3717544804773367,1.2607473760561168,1.4760105923601325,2.2544049747299377,0.6883598618934627,7.3189687620010675,4.6923763448574025,10.132128670880524,0.35338230759824935,74.53645833333333,11.010729166666666,11.298903523096751,9.5575,0.8116472295980215,100.33899179259822,13.790104166666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.100747001376743,0.614532124484467,1.5820357126256572,1.1929640967450874,1.9601690712045452,0.4176441469089665,4.677172755671388,2.3478685595304256,7.029046657836577,0.5446583167524245,77.84479166666667,11.2725,11.282980121811216,9.61625,0.9046056319084773,100.33899179259822,13.790104166666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1253580105262955,0.17684135067832601,2.0881462679961,1.2522493110494963,2.879119134698641,0,1.9714461719837835,0.5381299698145996,3.6800299771623703,0.5435091951860516,69.68854166666667,11.394166666666667,11.277407998344078,9.637083333333333,0.9109271910367808,100.33899179259822,13.790104166666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4458101743274039,0.8710604365480112,2.03309944880878,2.5989113919629383,3.6861689838493223,1.495947402386257,9.29716530539125,5.3489367102933,13.080168121171642,0.3501275063205858,NA,10.580104166666667,11.177416951063917,10.013677083333333,0.9975714913584387,100.33899179259822,13.790104166666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7632831177848298,1.2333017369185368,2.280414770135965,0.4879653783572053,1.0327438020772801,0,15.05500119373444,11.040767954890955,19.112253169273195,0.38319801523545827,83.51041666666667,11.1190625,10.810996774294908,11.348125,0.6221385486229044,100.13216887593155,14.709375,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6709053067647395,0.09190933389947964,1.263270746980086,1.466427923361694,2.515302072843969,0.45092788462161176,8.459434080097374,4.986358814167849,12.160765750678909,0.3683290846592261,67.809375,10.613125,10.848807978641258,11.194583333333334,0.6330633255077215,100.13216887593155,14.709375,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0387996561805366,0.585427741196852,1.5009281243299137,1.8917565300486443,2.706900685121141,1.059278167148638,9.66958092717303,7.022167724929152,12.378806921939294,0.33958093458210825,68.58958333333334,10.586770833333333,10.835173503783794,11.248958333333333,0.6466517230277191,100.13216887593155,14.709375,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4695872312017202,0.9465752012402855,1.967670792338814,1.5445481025784895,2.2858237068316534,0.7422003356901291,5.37892353279593,3.2082544801481316,7.567832915138278,0.5279870173137642,72.81979166666667,10.905312499999999,10.822785268504344,11.300416666666667,0.6646819057442355,100.13216887593155,14.709375,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.466206667719824,0.5538485174244281,2.4781001733909314,1.5960637295459938,3.2256737406316174,0.04840444003989986,2.2914806026828014,0.8282868058568048,3.9615449968300123,0.5258920408508807,64.378125,10.987083333333333,10.812911594985872,11.340208333333333,0.6659096223993837,100.13216887593155,14.709375,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.892558602904718,1.2541240723420686,2.5599555207886127,3.3868427909131706,4.575774872950815,2.163002195254928,11.54836801327829,7.668380706344632,15.335414979293223,0.3244561568124872,NA,10.330416666666666,10.739999042803388,11.63490625,0.6827440928971061,100.13216887593155,14.709375,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-02-27,7.92219773,7.24589772,0.06057479,0.15194832,5.16862136,0.7061614,2.3636875,8.26839306,4.142,0.2184,0.005,0.005,1.876191637256082,1.352640222765659,2.3737971344082,0.2821705191706202,0.8281389706760127,0,13.654264762217188,10.303083759582142,17.036333319818517,0.36727301698542664,84.72395833333333,11.418958333333334,11.223866240176866,9.988229166666667,0.4410050790553349,100.6465959592649,6.251041666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-02-27,7.94,7.34,0.015,0.0996,5.64,NA,2.86,8.9,4.226,0.2314,0.005,0.005,0.9207142960815733,0.27959048757519384,1.5004620308677434,1.068999092657279,2.102668974089213,0.025193981855254104,6.614415180670874,3.367048231664956,10.187037288612807,0.3438125154765717,67.51614583333334,10.850833333333334,11.07241832575116,10.540208333333334,0.4216493779233451,100.6465959592649,6.251041666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-02-27,8.02,7.4,0.07,0.097,5.63,NA,2.88,9.08,3.97,0.211,0.005,0.005,0.9928743926197312,0.5119784707637902,1.4594367758785762,1.2594343556547156,2.0465598198044037,0.4588418919818686,7.016851081804765,4.640102176716041,9.67618982639317,0.30846923204259297,68.74270833333334,10.83375,11.113648530871577,10.383333333333333,0.4176169401959473,100.6465959592649,6.251041666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-02-27,7.71,7.22,0.015,0.1271,5.54,NA,2.87,8.93,3.914,0.2473,0.005,0.005,1.2411844061105608,0.7417043157371724,1.7386042449706487,0.9633920548663896,1.753490593471476,0.16940950759043782,4.399654964296129,2.3204649428531017,6.526591518578475,0.49777155453686317,73.37395833333333,11.18203125,11.071284010356832,10.547916666666667,0.4107617960453586,100.6465959592649,6.251041666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-02-27,7.27,6.88,0.015,0.1236,5.2,NA,2.77,9.07,3.719,0.2316,0.005,0.005,1.8960282989434423,0.8729243880624247,2.9168398322051186,1.229036099935147,2.9603337247223562,0,1.7042013546805754,0.3868335581324745,3.320571857898339,0.49452768953595577,65.21875,11.255520833333334,11.053624089217314,10.611666666666666,0.41035855226172024,100.6465959592649,6.251041666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-02-27,3.27938008,2.8755791,0.005,0.28644484,2.98876784,1.348213,1.65108925,4.69657422,3.881,0.2735,0.005,0.005,2.0483489967927975,1.4147977522831197,2.7029814846299596,2.5130865948857197,3.578950424672762,1.5307524318178505,9.294150868889545,6.304159057812865,12.510299012808034,0.2881479043584998,NA,10.764166666666666,11.106377454465909,10.414520833333333,0.4051163832145462,100.6465959592649,6.251041666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
MC751,2020-02-27,14.34,11.87,0.13,0.1243,10.22,NA,4.71,14.91,4.254,0.298,0.0118445,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,NA
NHC,2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9891001567273345,1.4719787086127814,2.467179498680435,0.07637565998403506,0.6235341392747452,0,12.253528330699934,9.56539956427333,14.960413470363841,0.3594222729202076,87.72916666666667,12.2165625,11.678245832950159,8.457083333333333,0.37233844257485893,100.99242929259823,5.216666666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8558142709867271,0.21921992100684312,1.4887219039549322,0.9792660423653092,1.963135370113566,0.01248110184520986,5.93907001154305,2.7587550850328912,9.564213151183283,0.332081040667236,65.97083333333333,11.530729166666667,11.655236002570753,8.529166666666667,0.34553976315364116,100.99242929259823,5.216666666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9923677737427365,0.49664079213586226,1.4764989392821462,1.1206125938066462,1.8625278606422393,0.3561781700654773,6.134702469710256,3.6302822312252836,8.871367024708526,0.2944106788320012,67.028125,11.529375,11.686796160267903,8.417916666666667,0.33995670495256386,100.99242929259823,5.216666666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0127815810194016,0.5368334302340594,1.5095376976024837,0.38223600715428957,1.2211574801112985,0,3.4203863957963287,1.4326754055580715,5.485350122018672,0.48415696923623625,71.16458333333334,12.006458333333333,11.699452940427172,8.374166666666667,0.3304655059913317,100.99242929259823,5.216666666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.854695997274288,0.8457282846072087,2.8522104141928226,1.3961291543448973,3.132906830973479,0,1.568887251942161,0.3592941298749273,3.0966755854146846,0.4804562184510921,63.6375,12.124791666666667,11.683880060334351,8.429583333333333,0.32990720015613445,100.99242929259823,5.216666666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9687199945033271,1.398362277040773,2.6002205280223185,2.2449103171957168,3.173900879891553,1.3904937577055367,8.75140052507513,6.118222438162739,11.787495317908952,0.2730348091468542,NA,11.546458333333334,11.724578646061559,8.291322916666667,0.32264922449257827,100.99242929259823,5.216666666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8219437329582469,1.3488813053014623,2.294476518650491,-0,0.4739145920862719,0,11.17141769627543,8.434081306607723,14.17784968497821,0.3551397831621106,91.48958333333333,12.401875,11.845838045999002,7.915625,0.33877609473674575,101.11560637593156,4.1234375,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9053918531885283,0.26388331853883057,1.5191660594054324,0.9763582441387402,1.9394930352294408,0,5.7849702938314955,2.6793557223607527,8.901814511939154,0.3274288215397012,67.96145833333334,11.711145833333333,11.824948712979307,7.985833333333334,0.3186982046730728,101.11560637593156,4.1234375,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3941496104720139,0,0.8266357492897803,-0,0.39988323809617016,0,4.668467975888861,2.4178717531467995,7.27057931704621,0.289256061640993,67.76896551724138,11.209655172413793,11.955546820765852,7.427586206896552,0.31451531091855567,101.11560637593156,4.1234375,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9147676240724156,0.4546420471792175,1.392176953379969,0.41276937147747006,1.2470802567356445,0,2.6189481000005657,0.39897621611857226,4.859839158552599,0.4796939861407085,73.309375,12.193645833333333,11.824314864743213,7.984166666666667,0.3074043915213413,101.11560637593156,4.1234375,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7224630887273626,0.7487361614264759,2.6936031840432606,1.204506574738847,2.868000039486061,0,1.4783188836286874,0.21218224517494427,3.083351547664114,0.47588217604520905,65.53229166666667,12.366770833333334,11.809941657209203,8.034791666666667,0.3069861021345844,101.11560637593156,4.1234375,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-02-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9144378747704214,1.3265681895564356,2.553928907974387,2.015670888980664,2.925868188968105,1.2010160277489477,7.783235278405927,5.093242852918485,10.628177948301117,0.2686762385991824,NA,11.693541666666667,11.846259529918491,7.919291666666666,0.3015483402520971,101.11560637593156,4.1234375,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6723863521695002,1.2248829999711357,2.123035747592165,-0,0.5610367284833644,0,10.279884469529753,7.724409051563293,12.673232076609473,0.34886657962501316,93.77083333333333,12.799583333333333,12.159700446332657,7.138333333333334,0.29483189290870176,101.7519084592649,5.824479166666666,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8469535445834178,0.24217447371407294,1.493893492194208,0.9909025954004529,1.972176616607962,0.09807582275935495,5.270201391439551,2.1938020097731106,8.647223350114714,0.3200454819004181,67.621875,12.070208333333333,12.133143795590613,7.218333333333334,0.27993313136433695,101.7519084592649,5.824479166666666,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28093576334095227,NA,NA,NA,NA,0.27682922271575244,101.7519084592649,5.824479166666666,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.880775418208756,0.4439991342142034,1.3478285997306856,0.4311626765044597,1.2614949985108477,0,2.7431500860332765,0.9600013826567747,4.702359221632272,0.4720842465727378,73.1,12.540833333333333,12.134375469167432,7.198958333333334,0.2715525780023729,101.7519084592649,5.824479166666666,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.357601219043659,0.28106062434028883,2.366769627788653,0.9673730709449051,2.6761569776865044,0,1.4051223116084475,0.14997941772076942,2.9468238224363965,0.468065181274461,65.296875,12.621145833333333,12.116105200615742,7.260833333333333,0.27124218712912546,101.7519084592649,5.824479166666666,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8410635001557234,1.3232106946341002,2.4019074603764894,1.9322054933158297,2.7315743128214445,1.144498203442891,7.172424119102237,4.803296322310601,9.626282615499312,0.2610124606482317,NA,12.065416666666668,12.127449611539955,7.25378125,0.2672071058847672,101.7519084592649,5.824479166666666,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.955985868708702,1.512141043959369,2.400870153985091,0.336973995418086,0.9029305530156648,0,9.755511618217696,7.42517578508773,12.087451629355908,0.346164897875693,95.30208333333333,12.488958333333333,11.76982846179061,8.200625,0.2773176479573581,101.10482512593155,12.9671875,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9722436181435256,0.38893182081311717,1.5980254931869187,1.1861774125570164,2.1345893457405234,0.25609597161285247,4.8131514727468,1.8415690175326254,8.000988846096856,0.3174377787284906,71.09791666666666,11.845,11.80822942197851,8.065,0.26706075187621803,101.10482512593155,12.9671875,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27815822296032777,NA,NA,NA,NA,0.2649238985304495,101.10482512593155,12.9671875,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0021992186784432,0.5530912891091498,1.4490045996289094,0.8287812572630499,1.7214983409703075,0,2.0935532489213573,0.12405015846622852,4.242067630407492,0.4697788200425318,77.62916666666666,12.3140625,11.75224856008514,8.241875,0.2612912478352176,101.10482512593155,12.9671875,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.264380037291585,0.254190895587486,2.218631224714466,1.1157794814952862,2.8444713120907723,0,1.4892118177107956,0.16998508802686016,3.028412680257299,0.46571372574503384,69.14791666666666,12.466145833333334,11.720913308503265,8.352083333333333,0.26107756249486547,101.10482512593155,12.9671875,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1611025076142214,1.5805976450297061,2.728722206673032,2.1704814630461753,2.929226230010569,1.401771204542148,7.102846024450404,4.805687171312065,9.429426357357475,0.25893234205197585,NA,11.8128125,11.680227821007914,8.537885416666667,0.25829965314454134,101.10482512593155,12.9671875,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5399808374705846,1.0616747114083143,1.9944174977331524,0.5136683661628305,1.0770592525196936,0,8.522155680542301,5.590638243183469,11.246336702626268,0.3471260415913347,96.61458333333333,11.530833333333334,11.043982338224346,10.468333333333334,0.28399778099821327,100.22565845926489,14.219791666666667,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7883965956890719,0.20688696761509154,1.4162711118063807,1.0654776966408404,2.070445014261544,0.12587156581420705,4.815353507280362,2.041872509109122,8.15205158877226,0.32025298421792836,77.225,10.975520833333333,11.107503013007207,10.225625,0.28165258221371675,100.22565845926489,14.219791666666667,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28205211479468534,NA,NA,NA,NA,0.2824744412140398,100.22565845926489,14.219791666666667,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77325148910498,0.3257093732583358,1.2208973281671232,0.8681257974102143,1.6184202254878646,0.06255153388894842,2.1880885328972006,0.31517930215287804,4.549000415489599,0.47440609454474486,83.465625,11.416041666666667,11.029277549942673,10.5225,0.28328427592876243,100.22565845926489,14.219791666666667,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8160765037831972,0,1.7517372977668586,1.093021786319608,2.7171487439109065,0,1.4474701776658256,0.2168409038985693,3.1459791327345115,0.47053768526453316,74.22083333333333,11.4996875,11.000866962615001,10.632708333333333,0.2833512723719911,100.22565845926489,14.219791666666667,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
UNHC,2020-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9266354750953925,1.3138081566233017,2.5170290724799207,2.382950659825781,3.2703596592674686,1.4582861108146377,7.3160784097565035,4.751497064558672,10.096814921449099,0.2646206355296849,NA,10.80125,10.971935294713099,10.755166666666668,0.284323489192114,100.22565845926489,14.219791666666667,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,0.00188495565416643
NHC,2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.247656794171397,1.7371811519582185,2.74296418441697,0.5279848377191856,1.067187872973081,0,10.058666828749029,7.64139273919489,12.650438201804803,0.3528650527288573,99.15625,11.584375,10.997031349463247,10.867291666666667,0.32259746499930425,100.72779387593155,12.1328125,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,0.00230383472585434
PM,2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0987867847032358,0.5028937368283514,1.6813521245974954,1.2204122207404071,2.1323431282779293,0.29116455634425076,4.953511284367385,2.14609515260892,8.126737064226708,0.32624507306770517,81.39270833333333,10.961770833333333,11.018735835545524,10.781458333333333,0.3125368182199699,100.72779387593155,12.1328125,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,0.00439823050281498
CBP,2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2883287982870963,NA,NA,NA,NA,0.31044085014532546,100.72779387593155,12.1328125,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,0.00387463147802864
WB,2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2747079184378824,0.850079606073715,1.7764890101265092,0.8083774382178096,1.6792510012203474,0.035280125084047737,2.112234516770483,0.6442817915417977,3.8769927076913504,0.4795182463916727,88.39895833333334,11.368020833333333,10.992781050927768,10.879583333333333,0.3068777044111465,100.72779387593155,12.1328125,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,0.00397935127800959
WBP,2020-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.652738000366251,0.6088519544770093,2.6556252082983933,1.2255309388486837,2.9280744234555045,0,1.1829088507536636,0.12505718979117977,2.567427038368148,0.47574486047066533,78.47291666666666,11.457395833333333,10.977981212151642,10.937916666666666,0.3066681075980172,100.72779387593155,12.1328125,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,0.00219911495598649
