site,date,datetime,group,CH4.ugL,CO2.ugL,N2O.ugL,CH4.sat,CO2.sat,N2O.sat,pH,level_m.inst,discharge.inst,depth.inst,watertemp_C.inst,DO.obs.inst,DO.sat.inst,spc_uScm.inst,airtemp_C.inst,airpres_kPa.inst,latitude,longitude,CRS,distance_upstream_m,width_march_m,ws_area_km2,slope_wbx,habitat,cl_mgl,so4_mgl,br_mgl,no3n_mgl,na_mgl,k_mgl,mg_mgl,ca_mgl,doc_mgl,tdn_mgl,nh4n_mgl,po4p_mgl,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600_2.5,K600_97.5,depth,spc_uScm,DO.obs,DO.sat,watertemp_C,discharge,airpres_kPa,airtemp_C,sample,slope_mm
MC751,2019-11-11,2019-11-11T20:15:00Z,2019-11-11,95.94167632,12495.76994,0.263611129,0.063153962,975.0056931,0.564254836,NA,NA,NA,NA,9,4.83,11.555023923444976,154.8,20.450000000000003,100.66423574695791,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,13.3215945,7.729963971,NA,0.032881168,NA,NA,NA,NA,4.666,0.1516,0.005,0.00652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.8,4.83,11.555023923444976,9,NA,NA,NA,MC751_2019-11-11,NA
MC751,2019-11-11,2019-11-11T20:15:00Z,2019-11-11,87.4978272,11857.49528,0.278392936,0.063153962,975.0056931,0.564254836,NA,NA,NA,NA,9,4.83,11.555023923444976,154.8,20.450000000000003,100.66423574695791,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,13.3215945,7.729963971,NA,0.032881168,NA,NA,NA,NA,4.666,0.1516,0.005,0.00652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.8,4.83,11.555023923444976,9,NA,NA,NA,MC751_2019-11-11,NA
NHC,2019-11-20,2019-11-20T19:15:00Z,2019-11-20,4.160848344,2402.795629,0.098399078,0.062698239,963.617264,0.55711081,7.07,1.0616054202795333,0.7951779086781474,0.3960994519307542,9.26,10.41,11.473546614401524,129,15.6,101.0741984186017,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,10.58106995,10.42768998,0.005,5e-4,6.65099528,1.6433728,4.03089525,4.06502066,3.507,0.1062,0.005,0.005,0.28960677313220107,0,0.5964958160642119,1.7495171423293776,2.9507118875811487,0.5525418610555894,4.8778907461584735,1.1886184408694296,8.365675100259546,0.39784180859359003,129.23958333333334,10.505208333333334,11.500753882740314,9.139895833333334,0.8247523504696368,101.14873137593156,9.4515625,NHC_2019-11-20,0.00230383472585434
NHC,2019-11-20,2019-11-20T19:15:00Z,2019-11-20,4.114107863,2440.794972,0.097851415,0.062698239,963.617264,0.55711081,7.07,1.0616054202795333,0.7951779086781474,0.3960994519307542,9.26,10.41,11.473546614401524,129,15.6,101.0741984186017,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,10.58106995,10.42768998,0.005,5e-4,6.65099528,1.6433728,4.03089525,4.06502066,3.507,0.1062,0.005,0.005,0.28960677313220107,0,0.5964958160642119,1.7495171423293776,2.9507118875811487,0.5525418610555894,4.8778907461584735,1.1886184408694296,8.365675100259546,0.39784180859359003,129.23958333333334,10.505208333333334,11.500753882740314,9.139895833333334,0.8247523504696368,101.14873137593156,9.4515625,NHC_2019-11-20,0.00230383472585434
PM,2019-11-20,2019-11-20T16:45:00Z,2019-11-20,5.587116681,2460.495081,0.113715352,0.062673398,963.2354822,0.556890084,7.24,1.136818728866227,0.8387308436138009,0.3880372430253297,9.023,10.33,11.54431188144166,97.4,14.275,101.07795108491285,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,10.64530774,13.10655809,NA,0.035755663,NA,NA,NA,NA,3.768,0.1173,0.005,0.00939,0.32834657573258175,0,0.8636450523597476,4.383319875605702,6.102687415815679,2.663470260222654,10.307785754897115,6.679255692003861,14.166721521887979,0.38770222944503147,98.03541666666666,10.25953125,11.476087905356229,9.229574270833334,0.8358805658175856,101.14873137593156,9.4515625,PM_2019-11-20,0.00439823050281498
CBP,2019-11-20,2019-11-20T18:30:00Z,2019-11-20,2.581070251,2613.897751,0.081065104,0.062852711,967.7348709,0.559712967,7.18,0.5426452201919565,0.8412349765529235,0.3620901618490297,9.34633,10.37,11.450784484136577,85.7,15.3,100.94463286067608,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,10.41619253,11.7564827,NA,0.026882222,NA,NA,NA,NA,3.609,0.1187,0.005,0.00487,0.2356143402548937,0,0.635916297436407,4.032151282233414,5.36476777304547,2.800609828186633,10.405006183049185,7.765683757906944,13.244023023269342,0.36282709733365315,85.73541666666667,10.318958333333333,11.548849496730428,8.968711302083333,0.849568833348289,101.14873137593156,9.4515625,CBP_2019-11-20,0.00387463147802864
CBP,2019-11-20,2019-11-20T18:30:00Z,2019-11-20,4.536144231,2808.292906,0.030563193,0.062852711,967.7348709,0.559712967,7.18,0.5426452201919565,0.8412349765529235,0.3620901618490297,9.34633,10.37,11.450784484136577,85.7,15.3,100.94463286067608,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,10.41619253,11.7564827,NA,0.026882222,NA,NA,NA,NA,3.609,0.1187,0.005,0.00487,0.2356143402548937,0,0.635916297436407,4.032151282233414,5.36476777304547,2.800609828186633,10.405006183049185,7.765683757906944,13.244023023269342,0.36282709733365315,85.73541666666667,10.318958333333333,11.548849496730428,8.968711302083333,0.849568833348289,101.14873137593156,9.4515625,CBP_2019-11-20,0.00387463147802864
WB,2019-11-20,2019-11-20T17:30:00Z,2019-11-20,2.621545402,2913.398022,-0.010183643,0.062673398,963.2354822,0.556890084,7.2,0.6696067144841504,0.8607957222309055,0.5476723359427466,8.83033,10.04,11.595577244052013,97.4,14.7,101.06795108491283,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,10.10415359,12.42694528,NA,0.033381081,NA,NA,NA,NA,4.175,0.1488,0.005,0.00649,0.7082235678644118,0.28171986612689076,1.1562452336469673,4.365720236458076,6.562380713720596,2.2667176811994825,5.293568956634044,2.6757628495981285,8.001311792194914,0.5481994310242891,98.70416666666667,9.981510416666666,11.533703353329651,9.025820989583334,0.8677430300493516,101.14873137593156,9.4515625,WB_2019-11-20,0.00397935127800959
WB,2019-11-20,2019-11-20T17:30:00Z,2019-11-20,2.530774109,2507.873178,0.300174496,0.062673398,963.2354822,0.556890084,7.2,0.6696067144841504,0.8607957222309055,0.5476723359427466,8.83033,10.04,11.595577244052013,97.4,14.7,101.06795108491283,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,10.10415359,12.42694528,NA,0.033381081,NA,NA,NA,NA,4.175,0.1488,0.005,0.00649,0.7082235678644118,0.28171986612689076,1.1562452336469673,4.365720236458076,6.562380713720596,2.2667176811994825,5.293568956634044,2.6757628495981285,8.001311792194914,0.5481994310242891,98.70416666666667,9.981510416666666,11.533703353329651,9.025820989583334,0.8677430300493516,101.14873137593156,9.4515625,WB_2019-11-20,0.00397935127800959
WBP,2019-11-20,2019-11-20T18:00:00Z,2019-11-20,6.701684877,3982.066929,-0.020070049,0.062752839,966.1971566,0.558823593,7.11,0.9459940650958,0.8588631531214335,0.5459698859807322,9.561,9.13,11.392983268644851,90.6,15,100.86714352592071,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,10.51692952,12.64447129,NA,0,NA,NA,NA,NA,4.429,0.168,0.005,0.00713,0.7403881515184301,0,1.7162752849337553,3.725015781240191,6.104143430953707,1.615472073891263,3.1353764037732357,1.507541935263887,4.98851038804318,0.5467852570979235,90.94479166666666,9.370052083333333,11.52151315901039,9.0651215625,0.8689800673685724,101.14873137593156,9.4515625,WBP_2019-11-20,0.00219911495598649
WBP,2019-11-20,2019-11-20T18:00:00Z,2019-11-20,8.167083292,4377.410164,0.055928478,0.062752839,966.1971566,0.558823593,7.11,0.9459940650958,0.8588631531214335,0.5459698859807322,9.561,9.13,11.392983268644851,90.6,15,100.86714352592071,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,10.51692952,12.64447129,NA,0,NA,NA,NA,NA,4.429,0.168,0.005,0.00713,0.7403881515184301,0,1.7162752849337553,3.725015781240191,6.104143430953707,1.615472073891263,3.1353764037732357,1.507541935263887,4.98851038804318,0.5467852570979235,90.94479166666666,9.370052083333333,11.52151315901039,9.0651215625,0.8689800673685724,101.14873137593156,9.4515625,WBP_2019-11-20,0.00219911495598649
UNHC,2019-11-20,2019-11-20T18:30:00Z,2019-11-20,16.20256281,5706.638404,-0.049307515,0.062897059,969.291002,0.560724309,6.89,0.6257246793822885,0.8774528089810406,0.34679835414164184,9.3,7.7,11.463451052690434,92.11428571428571,15.3,100.85131197012815,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,4.44691428,5.83554962,0.005,0.02316432,2.6250164,0.6435082,1.58632325,1.09122898,2.171,0.09697,0.00139252,0.005,0,0,0.4402360740047233,5.277519734726382,8.632463190421046,2.086160119027689,5.550800182824453,2.0283872207033418,9.261975550951385,0.3475778519699024,92.11428571428571,8.1353125,11.442217373884288,9.353270833333333,0.8859401487453842,101.14873137593156,9.4515625,UNHC_2019-11-20,0.00188495565416643
UNHC,2019-11-20,2019-11-20T18:30:00Z,2019-11-20,9.69008529,5477.559829,-0.052901222,0.062897059,969.291002,0.560724309,6.89,0.6257246793822885,0.8774528089810406,0.34679835414164184,9.3,7.7,11.463451052690434,92.11428571428571,15.3,100.85131197012815,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,4.44691428,5.83554962,0.005,0.02316432,2.6250164,0.6435082,1.58632325,1.09122898,2.171,0.09697,0.00139252,0.005,0,0,0.4402360740047233,5.277519734726382,8.632463190421046,2.086160119027689,5.550800182824453,2.0283872207033418,9.261975550951385,0.3475778519699024,92.11428571428571,8.1353125,11.442217373884288,9.353270833333333,0.8859401487453842,101.14873137593156,9.4515625,UNHC_2019-11-20,0.00188495565416643
MC751,2019-11-20,2019-11-20T19:00:00Z,2019-11-20,40.24149306,5766.025945,-0.220918045,0.061868585,947.4411324,0.547327478,7.01,NA,NA,NA,9.9,6.23,11.225225225225225,127.6,15.6,100.91546974909096,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,10.84524608,10.39600933,NA,0.029131827,NA,NA,NA,NA,4.517,0.1613,4.44e-4,0.00666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.6,6.23,11.225225225225225,9.9,NA,NA,NA,MC751_2019-11-20,NA
MC751,2019-11-20,2019-11-20T19:00:00Z,2019-11-20,40.67432086,5746.797712,-0.01260746,0.061868585,947.4411324,0.547327478,7.01,NA,NA,NA,9.9,6.23,11.225225225225225,127.6,15.6,100.91546974909096,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,10.84524608,10.39600933,NA,0.029131827,NA,NA,NA,NA,4.517,0.1613,4.44e-4,0.00666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.6,6.23,11.225225225225225,9.9,NA,NA,NA,MC751_2019-11-20,NA
PM,2019-11-26,2019-11-26T18:30:00Z,2019-11-26,1.616136775,1916.52803,0.181534382,0.065078812,1011.984885,0.58659778,7.14,1.1090581517462603,1.1766468866309678,0.4117820916916896,8.380666666666666,11.29,11.694727863170648,101.9,17.8,101.15209019969754,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,13.12872003,14.93202971,NA,0.02638231,NA,NA,NA,NA,4.641,0.1529,0.005,0.0074,0.225603714760723,0,0.7318638666037971,3.0474128829091525,4.169928429430666,1.8973771354489044,13.617411081870749,10.024298535247976,17.16985709856086,0.4138454105394933,101.021875,11.166145833333333,11.788051565409425,8.062833333333334,1.211920725213585,100.99503345926489,10.108333333333333,PM_2019-11-26,0.00439823050281498
PM,2019-11-26,2019-11-26T18:30:00Z,2019-11-26,2.236877184,2256.634455,0.351555807,0.065078812,1011.984885,0.58659778,7.14,1.1090581517462603,1.1766468866309678,0.4117820916916896,8.380666666666666,11.29,11.694727863170648,101.9,17.8,101.15209019969754,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,13.12872003,14.93202971,NA,0.02638231,NA,NA,NA,NA,4.641,0.1529,0.005,0.0074,0.225603714760723,0,0.7318638666037971,3.0474128829091525,4.169928429430666,1.8973771354489044,13.617411081870749,10.024298535247976,17.16985709856086,0.4138454105394933,101.021875,11.166145833333333,11.788051565409425,8.062833333333334,1.211920725213585,100.99503345926489,10.108333333333333,PM_2019-11-26,0.00439823050281498
CBP,2019-11-26,2019-11-26T18:30:00Z,2019-11-26,2.145198633,2732.623597,0.394842657,0.065593615,1022.745731,0.593196539,7.19,0.6592434923978459,1.089999508298409,0.38414049906057246,7.582,11.28,11.924255684347004,96.9,17.8,101.15209019969754,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,14.15083184,13.86311605,NA,0.023382837,NA,NA,NA,NA,4.651,0.1559,0.005,1.14,0.34949208411020716,0,0.7272826620743442,3.234787036532979,4.182129912634514,2.284259529939205,10.86970033209548,8.156339955117527,13.42967829833763,0.38693919238028746,96.73958333333333,10.9840625,11.904696201179036,7.659645833333333,1.126342443875604,100.99503345926489,10.108333333333333,CBP_2019-11-26,0.00387463147802864
CBP,2019-11-26,2019-11-26T18:30:00Z,2019-11-26,2.088111281,2608.917629,0.324831898,0.065593615,1022.745731,0.593196539,7.19,0.6592434923978459,1.089999508298409,0.38414049906057246,7.582,11.28,11.924255684347004,96.9,17.8,101.15209019969754,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,14.15083184,13.86311605,NA,0.023382837,NA,NA,NA,NA,4.651,0.1559,0.005,1.14,0.34949208411020716,0,0.7272826620743442,3.234787036532979,4.182129912634514,2.284259529939205,10.86970033209548,8.156339955117527,13.42967829833763,0.38693919238028746,96.73958333333333,10.9840625,11.904696201179036,7.659645833333333,1.126342443875604,100.99503345926489,10.108333333333333,CBP_2019-11-26,0.00387463147802864
WB,2019-11-26,2019-11-26T19:45:00Z,2019-11-26,2.449745625,2689.08725,0.305566098,0.06374105,984.069491,0.569500233,7.29,0.6901577419824926,0.9489577871840736,0.5545861807207985,8.978,11.01,11.520133275732093,105.5,17.35,101.12584019969755,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,13.04364642,11.78143789,NA,0.045004039,NA,NA,NA,NA,5.046,0.1849,0.005,0.00714,0.313177667248035,0,0.7367066595724828,2.83189088008827,4.328444476274827,1.3243264639268808,6.018478635367881,2.8325127644258847,8.951779001061915,0.5568548490610067,103.521875,10.716979166666667,11.737583996141238,8.234447916666667,0.9808593653036576,100.99503345926489,10.108333333333333,WB_2019-11-26,0.00397935127800959
WB,2019-11-26,2019-11-26T19:45:00Z,2019-11-26,2.766914934,2904.645129,0.425512622,0.06374105,984.069491,0.569500233,7.29,0.6901577419824926,0.9489577871840736,0.5545861807207985,8.978,11.01,11.520133275732093,105.5,17.35,101.12584019969755,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,13.04364642,11.78143789,NA,0.045004039,NA,NA,NA,NA,5.046,0.1849,0.005,0.00714,0.313177667248035,0,0.7367066595724828,2.83189088008827,4.328444476274827,1.3243264639268808,6.018478635367881,2.8325127644258847,8.951779001061915,0.5568548490610067,103.521875,10.716979166666667,11.737583996141238,8.234447916666667,0.9808593653036576,100.99503345926489,10.108333333333333,WB_2019-11-26,0.00397935127800959
WBP,2019-11-26,2019-11-26T20:00:00Z,2019-11-26,7.351841849,3808.164002,0.379439398,0.065249603,1015.553781,0.588785809,7.13,0.9832275470733384,0.958232487095465,0.5540079291442015,8.182,10.13,11.743211576423402,93.2,17.2,101.12209019969755,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,14.1133626,12.33710662,NA,0.051877831,NA,NA,NA,NA,5.18,0.1845,0.005,0.00807,0,0,0.7572007198476082,2.8320507716759393,4.7059655919170025,1.0252945736470311,4.000734377182304,2.4315778387259086,5.706574015852931,0.5549867885670502,94.165625,9.9990625,11.722448739381871,8.285666666666666,0.9723015369385645,100.99503345926489,10.108333333333333,WBP_2019-11-26,0.00219911495598649
WBP,2019-11-26,2019-11-26T20:00:00Z,2019-11-26,5.159769789,2843.633706,0.44682935,0.065249603,1015.553781,0.588785809,7.13,0.9832275470733384,0.958232487095465,0.5540079291442015,8.182,10.13,11.743211576423402,93.2,17.2,101.12209019969755,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,14.1133626,12.33710662,NA,0.051877831,NA,NA,NA,NA,5.18,0.1845,0.005,0.00807,0,0,0.7572007198476082,2.8320507716759393,4.7059655919170025,1.0252945736470311,4.000734377182304,2.4315778387259086,5.706574015852931,0.5549867885670502,94.165625,9.9990625,11.722448739381871,8.285666666666666,0.9723015369385645,100.99503345926489,10.108333333333333,WBP_2019-11-26,0.00219911495598649
MC751,2019-11-26,2019-11-26T20:30:00Z,2019-11-26,36.74496724,5946.98375,0.212054342,0.063577336,980.6579681,0.56741283,7.01,NA,NA,NA,9.1,8.53,11.253298153034299,135.8,16.95,101.14459019969755,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,11.19321864,16.0333851,NA,0.032006322,NA,NA,NA,NA,4.666,0.185,0.005,0.00824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.8,8.53,11.253298153034299,9.1,NA,NA,NA,MC751_2019-11-26,NA
MC751,2019-11-26,2019-11-26T20:30:00Z,2019-11-26,40.13091067,6096.064419,0.242439364,0.063577336,980.6579681,0.56741283,7.01,NA,NA,NA,9.1,8.53,11.253298153034299,135.8,16.95,101.14459019969755,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,11.19321864,16.0333851,NA,0.032006322,NA,NA,NA,NA,4.666,0.185,0.005,0.00824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.8,8.53,11.253298153034299,9.1,NA,NA,NA,MC751_2019-11-26,NA
PM,2019-12-03,2019-12-03T18:30:00Z,2019-12-03,1.245420668,1245.80205,0.302243393,0.064934428,1014.289405,0.588531899,7.33,1.0177485537125994,1.016663240309067,0.40135839104667625,7.682,11.57,11.792118474012216,82.33333333333334,9.7,99.94635996372901,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,11.61735819,10.12690927,NA,0.12798946,NA,NA,NA,NA,5.7,0.3426,0.005,0.00823,0.5814654532399566,0.07643138103031827,1.0775111862902125,3.1439524008686064,4.289548699229054,2.02281310740783,13.435195521742287,9.953171336336066,17.277787744428686,0.4053591944118733,82.28541666666666,11.20125,11.802738701747478,7.668895833333333,1.0812635854354387,100.17138762593156,5.743229166666667,PM_2019-12-03,0.00439823050281498
PM,2019-12-03,2019-12-03T18:30:00Z,2019-12-03,1.014686625,1617.783944,0.0315925,0.064934428,1014.289405,0.588531899,7.33,1.0177485537125994,1.016663240309067,0.40135839104667625,7.682,11.57,11.792118474012216,82.33333333333334,9.7,99.94635996372901,35.987235,-79.008397,WGS84,1570,18.5,68.63434374,0.042,pool,11.61735819,10.12690927,NA,0.12798946,NA,NA,NA,NA,5.7,0.3426,0.005,0.00823,0.5814654532399566,0.07643138103031827,1.0775111862902125,3.1439524008686064,4.289548699229054,2.02281310740783,13.435195521742287,9.953171336336066,17.277787744428686,0.4053591944118733,82.28541666666666,11.20125,11.802738701747478,7.668895833333333,1.0812635854354387,100.17138762593156,5.743229166666667,PM_2019-12-03,0.00439823050281498
CBP,2019-12-03,2019-12-03T16:15:00Z,2019-12-03,2.328463726,2512.818812,0.20388255,0.065548052,1029.406894,0.598040661,7.02,0.6403975929774484,0.982811602609423,0.3751730220997813,7.0985,11.215,11.988124363281036,78.05000000000001,8.575000000000001,99.72098684681126,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,11.92233326,10.6992148,NA,0.280212717,NA,NA,NA,NA,5.821,0.4894,0.005,0.00834,0.41262164209188995,0.04451117141012382,0.7739837707070054,2.6900301588777036,3.5862832368245,1.776494370904265,10.870691052373854,8.076407883544574,13.810988434583377,0.37833390004300227,79.72552083333333,11.06828125,11.858904674422124,7.477005208333333,1.0245101077159098,100.17138762593156,5.743229166666667,CBP_2019-12-03,0.00387463147802864
CBP,2019-12-03,2019-12-03T16:15:00Z,2019-12-03,2.372439397,2376.641819,0.156968737,0.065548052,1029.406894,0.598040661,7.02,0.6403975929774484,0.982811602609423,0.3751730220997813,7.0985,11.215,11.988124363281036,78.05000000000001,8.575000000000001,99.72098684681126,35.98549,-79.022675,WGS84,3450,18.3,66.04436851,0.037,pool,11.92233326,10.6992148,NA,0.280212717,NA,NA,NA,NA,5.821,0.4894,0.005,0.00834,0.41262164209188995,0.04451117141012382,0.7739837707070054,2.6900301588777036,3.5862832368245,1.776494370904265,10.870691052373854,8.076407883544574,13.810988434583377,0.37833390004300227,79.72552083333333,11.06828125,11.858904674422124,7.477005208333333,1.0245101077159098,100.17138762593156,5.743229166666667,CBP_2019-12-03,0.00387463147802864
WB,2019-12-03,2019-12-03T17:30:00Z,2019-12-03,2.181590926,2371.918612,0.516278319,0.064073393,997.2470881,0.57817217,7.18,0.730160510617084,0.8663396591256514,0.5481248782484426,7.9801712846347606,11.07251256281407,11.716408368228011,92.36216216216216,9.4,99.83637862790712,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,11.8108469,11.76230558,NA,0.813494029,NA,NA,NA,NA,6.471,1.076,0.00199,0.00792,0.9092395237470478,0.4423531147001969,1.3611637231220879,3.9060292087635773,5.454589873607272,2.3248674126303523,7.429862399130865,4.5023801900181,10.292803692113864,0.5526063471983028,90.00104166666667,10.931000837520939,11.756343644399124,7.883793319689336,0.9280291953954962,100.17138762593156,5.743229166666667,WB_2019-12-03,0.00397935127800959
WB,2019-12-03,2019-12-03T17:30:00Z,2019-12-03,1.971203394,2285.284578,0.390080107,0.064073393,997.2470881,0.57817217,7.18,0.730160510617084,0.8663396591256514,0.5481248782484426,7.9801712846347606,11.07251256281407,11.716408368228011,92.36216216216216,9.4,99.83637862790712,35.993014,-79.034349,WGS84,5950,10,61.64141061,0.038,run,11.8108469,11.76230558,NA,0.813494029,NA,NA,NA,NA,6.471,1.076,0.00199,0.00792,0.9092395237470478,0.4423531147001969,1.3611637231220879,3.9060292087635773,5.454589873607272,2.3248674126303523,7.429862399130865,4.5023801900181,10.292803692113864,0.5526063471983028,90.00104166666667,10.931000837520939,11.756343644399124,7.883793319689336,0.9280291953954962,100.17138762593156,5.743229166666667,WB_2019-12-03,0.00397935127800959
WBP,2019-12-03,2019-12-03T17:45:00Z,2019-12-03,6.699244996,3311.796162,0.613668426,0.064897850000000007,1014.62939,0.588849616,7.1,0.9660239190326152,0.867437730881331,0.5466944096357087,7.481,9.09695652173913,11.855017660858737,82.1969696969697,9.4,99.80513129421828,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,11.97393025,11.89373621,NA,0.850737486,NA,NA,NA,NA,6.677,1.11,0.00114,0.0115,0.2701711529117519,0,1.1649890486884784,2.9649017461219014,4.878258228550724,1.0156986517341655,3.4782346321598956,1.9260757009060117,5.266820129074878,0.5507901749770746,80.96041666666666,9.282083333333333,11.802297769984666,7.715830198220065,0.922353847470154,100.17138762593156,5.743229166666667,WBP_2019-12-03,0.00219911495598649
WBP,2019-12-03,2019-12-03T17:45:00Z,2019-12-03,6.623048538,3408.661523,0.657579396,0.064897850000000007,1014.62939,0.588849616,7.1,0.9660239190326152,0.867437730881331,0.5466944096357087,7.481,9.09695652173913,11.855017660858737,82.1969696969697,9.4,99.80513129421828,35.994973,-79.033925,WGS84,6120,15.6,61.38241308,0.021,pool,11.97393025,11.89373621,NA,0.850737486,NA,NA,NA,NA,6.677,1.11,0.00114,0.0115,0.2701711529117519,0,1.1649890486884784,2.9649017461219014,4.878258228550724,1.0156986517341655,3.4782346321598956,1.9260757009060117,5.266820129074878,0.5507901749770746,80.96041666666666,9.282083333333333,11.802297769984666,7.715830198220065,0.922353847470154,100.17138762593156,5.743229166666667,WBP_2019-12-03,0.00219911495598649
MC751,2019-12-03,2019-12-03T19:15:00Z,2019-12-03,26.64094061,5446.839706,0.327325699,0.064941347,1015.309437,0.589244287,7.05,NA,NA,NA,7.6,8.7,11.756756756756756,123.1,10,99.80721018369968,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,10.54979189,12.48600588,NA,0.057751799,NA,NA,NA,NA,5.407,0.2266,0.00381,0.00907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.1,8.7,11.756756756756756,7.6,NA,NA,NA,MC751_2019-12-03,NA
MC751,2019-12-03,2019-12-03T19:15:00Z,2019-12-03,28.18550156,5495.256111,0.303906375,0.064941347,1015.309437,0.589244287,7.05,NA,NA,NA,7.6,8.7,11.756756756756756,123.1,10,99.80721018369968,36.0087,-78.9683,WGS84,NA,4,3.574165825,0.01,pool,10.54979189,12.48600588,NA,0.057751799,NA,NA,NA,NA,5.407,0.2266,0.00381,0.00907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.1,8.7,11.756756756756756,7.6,NA,NA,NA,MC751_2019-12-03,NA
NHC,2019-12-04,2019-12-04T17:00:00Z,2019-12-03,3.11624644,1842.556625,0.259928342,0.064216075,1000.367049,0.580098798,7.1575,1.1353761960344677,1.2639946319299868,0.4202825549968818,6.877,11.63,12.003438237916928,119,11.1,99.67888129421829,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,11.63645185,9.45237852,0.06725069,0.20813434,6.83991728,7.9985053,3.08110875,6.06864214,5.116,0.4047,0.005,0.005,0.5173162471961722,0.17848983107695285,0.8471129027821156,2.5237563712391387,3.6976157420341735,1.4453504961074208,9.685332896953618,5.574137525798461,13.583884268232676,0.4198760961271872,116.85416666666667,11.359166666666667,11.905345564888389,7.20803125,1.2546985855461545,99.89925220926489,7.61875,NHC_2019-12-03,0.00230383472585434
NHC,2019-12-04,2019-12-04T17:00:00Z,2019-12-03,2.860177168,1781.884775,0.189839614,0.064216075,1000.367049,0.580098798,7.1575,1.1353761960344677,1.2639946319299868,0.4202825549968818,6.877,11.63,12.003438237916928,119,11.1,99.67888129421829,35.9795,-79.0018,WGS84,0,10,81.06622487,0.022,run,11.63645185,9.45237852,0.06725069,0.20813434,6.83991728,7.9985053,3.08110875,6.06864214,5.116,0.4047,0.005,0.005,0.5173162471961722,0.17848983107695285,0.8471129027821156,2.5237563712391387,3.6976157420341735,1.4453504961074208,9.685332896953618,5.574137525798461,13.583884268232676,0.4198760961271872,116.85416666666667,11.359166666666667,11.905345564888389,7.20803125,1.2546985855461545,99.89925220926489,7.61875,NHC_2019-12-03,0.00230383472585434
UNHC,2019-12-04,2019-12-04T17:00:00Z,2019-12-03,3.882611467,2742.341618,0.674568158,0.064216075,1000.367049,0.580098798,7.1575,0.5792477429268167,0.6099671874570972,0.3179456107426091,6.877,9.91,12.003438237916928,83.7356162981163,11.1,99.67888129421829,35.9925,-79.046,WGS84,8450,13.8,58.01544528,0.018,run,4.81701687,3.98507902,0.005,0.18998888,2.74613072,3.2591356,1.43715475,3.67716212,2.955,0.2497,0.005,0.005,0.7349615312650044,0.31371346338238915,1.1434528886212192,3.067451882201498,4.801574754667597,1.4702743202647623,4.914041015937398,1.981814989938726,7.978535434165846,0.3197828352002614,83.7356162981163,9.879270833333333,11.890285474975117,7.26028125,0.6260933393478527,99.89925220926489,7.61875,UNHC_2019-12-03,0.00188495565416643
